Id,SalePrice
1461,106478.98572712674
1462,163251.31059732146
1463,161446.3047330683
1464,185644.70053471884
1465,224830.7951535088
1466,174281.18318362845
1467,168897.31638153372
1468,165772.66797212142
1469,211378.96609133968
1470,97793.86591614038
1471,211577.75934912564
1472,104691.12034193386
1473,94687.49311405519
1474,167264.0809930323
1475,143901.97175014706
1476,344661.18098493374
1477,264745.3863838144
1478,318661.56501798995
1479,309629.2637549228
1480,392481.2698461418
1481,296165.91187098564
1482,230669.72098821684
1483,197267.15733356852
1484,198478.95753088398
1485,197050.56762382537
1486,215875.04219302672
1487,317252.102171359
1488,266861.0638536045
1489,209092.79376341947
1490,219892.9451138686
1491,214037.18122145804
1492,108898.43117667211
1493,176196.9658340031
1494,288380.8651041493
1495,286012.13459141064
1496,233991.21778050097
1497,213058.6886495373
1498,185277.83033543275
1499,184944.27763345893
1500,170030.5612712227
1501,187716.43538278164
1502,180898.2391237321
1503,266469.24250985903
1504,243210.06837208234
1505,226540.1501831798
1506,199575.6402113172
1507,247618.71048025516
1508,197890.7152789279
1509,162567.89480836884
1510,138638.12972897702
1511,153532.32837554664
1512,182418.31681972186
1513,172461.5345814608
1514,165896.72073273043
1515,206178.0766076692
1516,163826.42809891768
1517,152173.45362217116
1518,165465.42732727507
1519,225944.33268670077
1520,116244.412532925
1521,118184.45114514872
1522,183613.13271888773
1523,97901.93261843271
1524,91983.44768284861
1525,107137.73819743734
1526,104803.81680027745
1527,99694.26370601208
1528,125953.22983180892
1529,141691.5401846174
1530,165650.57482871544
1531,127750.320360749
1532,106650.87403741939
1533,167592.74126019372
1534,116031.87007817061
1535,156728.52521605595
1536,118072.92756682212
1537,44776.705108215276
1538,194121.6565712221
1539,228515.9318869443
1540,141487.6662740003
1541,150099.75531936207
1542,139575.45350754377
1543,217715.39492836778
1544,87102.52199993617
1545,115576.79238444494
1546,148827.5119804778
1547,139410.5569179553
1548,131735.41802595215
1549,114413.79884544792
1550,141986.22305335847
1551,114280.86339887898
1552,151473.35585963112
1553,161772.69584231524
1554,131498.1681364635
1555,170501.32494509427
1556,113535.665836879
1557,125611.79821868794
1558,102006.34706373158
1559,122105.6622580562
1560,150012.78201107823
1561,154304.50264559695
1562,124424.17630450518
1563,102735.33861769218
1564,160605.783793151
1565,140777.04806262234
1566,205352.51892944545
1567,67984.99649412965
1568,219263.9550973622
1569,89440.14696878873
1570,152793.52773367715
1571,107334.41044072327
1572,119175.85654705702
1573,224747.8857727179
1574,139927.96477136336
1575,221029.47836702174
1576,242296.44308295267
1577,207637.9658563092
1578,131247.67079946515
1579,136314.45586826073
1580,200123.19096557135
1581,125151.39803452272
1582,113303.65016730234
1583,293455.1482606343
1584,240542.30788764058
1585,162419.351700732
1586,12613.63061670828
1587,98957.22547030603
1588,131944.91284496136
1589,93961.88150662908
1590,129084.86838509722
1591,100656.73469434309
1592,103774.61304117358
1593,127044.97539319171
1594,134447.5762516553
1595,134990.8651299868
1596,213166.46439197307
1597,182229.41164985145
1598,213960.73970073552
1599,205280.07489382944
1600,215380.77086986517
1601,14217.495574954432
1602,119990.82807248083
1603,81364.11446181251
1604,261813.1281869711
1605,264307.61358447373
1606,174990.2526489613
1607,214758.90644374708
1608,230951.02910815584
1609,206074.4849137465
1610,146743.61514110296
1611,141465.08483933087
1612,203403.30188332833
1613,167710.13980847414
1614,118469.80670766436
1615,92527.51522235674
1616,92527.51522235674
1617,78258.87448000253
1618,104065.510995561
1619,140454.20952443898
1620,193265.02498303048
1621,139784.1292556782
1622,122576.63466612672
1623,261567.00352029785
1624,213957.38535866493
1625,105811.5071416767
1626,169822.38617118457
1627,181834.8280241225
1628,276101.5843999479
1629,191270.37319535014
1630,321041.33759673324
1631,221468.0342979002
1632,256498.0847689867
1633,176278.30245665085
1634,177682.43212045825
1635,183516.2847048491
1636,186008.8624923148
1637,179107.92800202782
1638,231640.76832260555
1639,184009.65412228453
1640,265728.7710913031
1641,188756.0202670188
1642,246304.8226359303
1643,246430.95445502855
1644,241169.88051335592
1645,176563.10035700529
1646,154430.7023369895
1647,165266.8946537108
1648,134203.47689925224
1649,129338.90252426965
1650,96844.23595632095
1651,100466.09715821818
1652,104665.90298833221
1653,105060.27626476073
1654,164975.38425189527
1655,166838.2695561188
1656,162187.9754096555
1657,164950.16689829368
1658,162175.36673285466
1659,125777.98362622908
1660,138693.3675631234
1661,367536.4560076747
1662,352837.08468760364
1663,343279.2416391396
1664,402490.49901581486
1665,323121.2492856346
1666,296074.1672298125
1667,328656.4304619394
1668,325016.5733662511
1669,305687.80274943204
1670,328516.18820056645
1671,245770.3859358343
1672,374382.8534908319
1673,286905.8255818073
1674,263822.66893328156
1675,197474.95704071314
1676,195067.87370537771
1677,215611.41063714048
1678,393080.0851030976
1679,337395.6815981058
1680,314021.4104846878
1681,283585.3079093349
1682,288100.48716830846
1683,216998.54313950663
1684,201119.49313467075
1685,185890.39551281862
1686,202517.23613024197
1687,196204.8082694155
1688,212241.04054651348
1689,210099.04096044556
1690,204939.77125253007
1691,195627.44139139136
1692,273277.40399154066
1693,196717.01492185154
1694,170746.40766609684
1695,182535.697219505
1696,266599.6543252525
1697,170570.45651312315
1698,310170.40978081664
1699,297556.5702642709
1700,240173.75675703931
1701,266116.37885994185
1702,276228.51718176564
1703,269164.18605362717
1704,274554.49321078695
1705,249532.49472112182
1706,373581.7808819164
1707,234409.80485888143
1708,220806.52248761363
1709,283024.1869482191
1710,240889.95198579258
1711,268638.95417514385
1712,264750.97652643535
1713,271041.112727114
1714,229851.06079717688
1715,214506.53522152404
1716,207662.26471818113
1717,200068.39732246942
1718,176220.10053131616
1719,222568.1293533277
1720,260880.69238802404
1721,199721.76896197247
1722,157285.42383860637
1723,166836.7506293025
1724,238538.8738889244
1725,234850.3411342318
1726,200607.956382904
1727,193164.54607759483
1728,206629.8488912844
1729,158357.33422225076
1730,148961.48078832266
1731,122243.76106880337
1732,123240.89507809354
1733,99083.64203261174
1734,110591.90937394559
1735,124624.629457234
1736,102987.81978058102
1737,291496.18655616336
1738,222093.63418860247
1739,298108.94129073655
1740,224671.68337005188
1741,193458.8979380766
1742,185425.28098648533
1743,200045.91840500865
1744,273807.0187538677
1745,237859.0152931596
1746,249523.28359310937
1747,226639.78847903208
1748,234138.83836106802
1749,157893.2132632164
1750,137845.21975666477
1751,252126.90283244514
1752,96638.35940515198
1753,160913.2912529724
1754,207552.46396592553
1755,168412.68698495548
1756,99602.83197689475
1757,103695.23116024333
1758,146479.70228862335
1759,167733.20566798575
1760,163642.34245703623
1761,145136.65026593223
1762,165076.3307392882
1763,199997.39315041332
1764,107322.8680706963
1765,187050.29502564014
1766,178154.3154105332
1767,198747.33307439604
1768,116358.02187284216
1769,179577.9031828563
1770,139146.59548099546
1771,120312.66248070306
1772,153927.21946025066
1773,104209.07729360685
1774,189062.61685211913
1775,129628.75109201352
1776,127899.38018899199
1777,74290.76864558685
1778,127404.59487112812
1779,98176.53259683371
1780,177185.3988370448
