Id,SalePrice
1461,124379.3518419303
1462,161159.69190690923
1463,165144.70405610162
1464,190140.80762008682
1465,220223.4323164689
1466,178323.05074981973
1467,173424.36857563106
1468,167293.21436649852
1469,207688.1805179034
1470,94619.72334112762
1471,203330.9121655611
1472,105729.10419932229
1473,94060.05744626396
1474,150346.69852726208
1475,145184.24582078902
1476,331291.6762579017
1477,273892.8834466522
1478,298793.6022245154
1479,283803.0249359665
1480,393726.13269691484
1481,307342.08906223706
1482,230828.50827720214
1483,195609.0728563934
1484,190289.11009662517
1485,190178.90226125403
1486,211340.5632288229
1487,314891.5755360202
1488,272873.8725555977
1489,217927.40054569673
1490,208314.26916051877
1491,210976.61125997978
1492,104985.14137564856
1493,187838.38280549424
1494,290253.5307514997
1495,287676.6859707661
1496,216883.01337829616
1497,210368.88871249557
1498,172790.8409901032
1499,171539.37625757593
1500,153041.1742020495
1501,177649.70021922886
1502,173418.6922501173
1503,255524.44679907884
1504,248386.4182955675
1505,231959.44912651926
1506,217488.5994337476
1507,251585.80852495716
1508,206753.11312672833
1509,172273.55134654872
1510,142945.25742585887
1511,148839.73691479873
1512,178958.25230382883
1513,182608.53085704183
1514,164390.05145392322
1515,219049.40555448632
1516,173410.47858540493
1517,151362.20977042045
1518,172329.5401313114
1519,230276.9959423343
1520,123305.89641798264
1521,127095.37586859113
1522,197515.26656715712
1523,96298.13913470972
1524,112890.72714449605
1525,118114.6529869102
1526,108399.0982991429
1527,97090.4788938656
1528,129558.07937891013
1529,146395.4833190192
1530,173599.9830501126
1531,111880.86461201531
1532,77076.26668915444
1533,154795.23058502225
1534,129134.49730589299
1535,145902.90183057962
1536,112686.92049437272
1537,44632.10975345364
1538,175190.38488665537
1539,235708.37239581067
1540,147050.81473738735
1541,159595.37257303495
1542,147721.3496274529
1543,196887.9653808216
1544,51749.19820050802
1545,111267.03689019126
1546,147692.20151630498
1547,119432.16509616154
1548,136753.28653347725
1549,105626.29640067951
1550,128771.03084710345
1551,120949.48915222555
1552,137322.0358198454
1553,130217.590588502
1554,123856.34170767677
1555,180544.41999226122
1556,98830.63021295611
1557,107315.2082458121
1558,114099.12065713771
1559,100330.91135574062
1560,134672.97091695643
1561,148573.62904161203
1562,118976.01701814646
1563,111398.42359196779
1564,160766.86293286225
1565,146946.22351155442
1566,219895.00122187857
1567,71365.4534709988
1568,208529.51247787708
1569,113111.89608791715
1570,151294.33115427475
1571,102549.38476483477
1572,127597.5685142338
1573,227025.99925246066
1574,156340.22063463717
1575,219819.77059182676
1576,225006.8573511826
1577,210073.82873461116
1578,138164.5369242992
1579,140534.26348578825
1580,213575.18997735356
1581,123196.41744179523
1582,113118.2516953043
1583,303610.8535760512
1584,243802.1242904159
1585,149407.94693323388
1586,32939.2915324769
1587,119535.75436493184
1588,129755.02889616869
1589,107680.79894360795
1590,146196.78999660735
1591,82908.73992365983
1592,116387.25233860128
1593,117778.19035245234
1594,151746.7281147393
1595,123024.8925568558
1596,220173.402608449
1597,187500.1322611809
1598,212196.41554689512
1599,196442.43618581234
1600,206319.9371014489
1601,-713.7168357002083
1602,119965.8486740907
1603,71497.20688652387
1604,255108.97626504267
1605,263104.1260568999
1606,169458.82817019557
1607,243824.8712494137
1608,226506.00558744604
1609,206806.3836334513
1610,149266.60601056064
1611,147932.01137132873
1612,190425.39122039685
1613,179667.77127160586
1614,111391.85445797397
1615,70039.4443854253
1616,70039.4443854253
1617,73082.23473937053
1618,113233.44323985849
1619,115738.0540080542
1620,214135.59577071713
1621,137750.82515821583
1622,131170.06538446515
1623,269396.6644251768
1624,210919.0644590084
1625,130880.82793051994
1626,185325.95600340888
1627,192733.8341444272
1628,273315.3823142366
1629,199916.9370474799
1630,324963.48085803643
1631,241642.601119122
1632,262149.10441917833
1633,181474.9643615397
1634,182406.50174311898
1635,167746.50198062556
1636,171935.7032996501
1637,184688.6405634114
1638,223766.36756142217
1639,203022.12684974924
1640,263284.42551890225
1641,210813.32420768286
1642,231887.20184684952
1643,252697.08671999
1644,246426.3215902734
1645,175061.14591327473
1646,168061.23876917304
1647,180493.0984042989
1648,137372.97211496066
1649,131066.36089448968
1650,93298.52201188367
1651,98702.52138832025
1652,106392.1666206026
1653,107111.65618738264
1654,153301.04211680288
1655,158690.8825441138
1656,151009.7609485424
1657,153964.1045380833
1658,151341.29215918249
1659,136991.16439835925
1660,149134.49381208618
1661,358913.6568914306
1662,342720.93200528726
1663,334376.66509459016
1664,404168.50776122476
1665,308486.4034594683
1666,301759.5676639733
1667,301020.9062698734
1668,311461.70718912117
1669,281472.2244419422
1670,316522.509873896
1671,255676.93577301083
1672,370662.0477979785
1673,291894.39888913475
1674,268010.69850917556
1675,189693.7512193591
1676,188869.86615569098
1677,217777.59965038765
1678,395468.56603609386
1679,322218.218015486
1680,301824.512362782
1681,262915.75157810573
1682,285268.2516548295
1683,213349.56096062367
1684,192582.10411442944
1685,173074.29184554121
1686,194326.06895299233
1687,188510.28261788434
1688,207093.91715712205
1689,204338.2775592563
1690,198047.0123288863
1691,187077.05926560098
1692,255831.82117229106
1693,188927.43752872676
1694,172041.93017773202
1695,191159.98865885613
1696,261310.032213605
1697,192015.06889362365
1698,322436.6213595917
1699,303944.7763700752
1700,245064.44638101629
1701,274257.0224554888
1702,288850.7437898844
1703,273308.26422085206
1704,283194.80628659844
1705,243538.41766925633
1706,365226.4503431154
1707,228530.5683901189
1708,226205.770551124
1709,301459.4432402948
1710,253393.98751638154
1711,257264.4341929549
1712,275969.3721978344
1713,253237.03622679517
1714,234415.46625463362
1715,214974.6455496155
1716,210382.15542011103
1717,196192.49802148622
1718,155183.36331692978
1719,224762.18387666054
1720,264862.3233027535
1721,197355.0796897423
1722,131055.12106995948
1723,155322.35615114146
1724,234966.5237936027
1725,230744.91799486813
1726,191824.24364953267
1727,180692.34779991803
1728,199866.95771038742
1729,156663.19718930346
1730,194440.1896627358
1731,118640.61311291065
1732,129914.81703600753
1733,106982.46124580165
1734,119454.58736492915
1735,115576.4279358564
1736,107027.49972747336
1737,292378.18031891447
1738,217891.84528084798
1739,295161.34255100705
1740,228887.39027320943
1741,194037.59365830908
1742,170140.9118240655
1743,189130.53146882635
1744,260621.29618076712
1745,238894.73199282587
1746,288461.3555619627
1747,238888.61646265513
1748,238115.61911266227
1749,152952.0268027772
1750,155385.00294903072
1751,250011.02407639707
1752,101697.58472003147
1753,168505.61932180368
1754,229138.54500123288
1755,165382.3879341057
1756,89621.09878570994
1757,109640.83360319701
1758,140120.62769551482
1759,176712.7259305782
1760,154195.3992085897
1761,155792.33500626218
1762,172288.79704961262
1763,195741.7437272718
1764,112665.25361800473
1765,205983.41625488084
1766,194259.0623279662
1767,198169.52201034175
1768,122055.20199119335
1769,190787.83714383503
1770,129879.20323789958
1771,126950.68319515558
1772,148394.53591086564
1773,107897.59734158847
1774,201558.61456536362
1775,136621.0972412246
1776,125030.55084152368
1777,89211.44879457308
1778,111416.56826016027
1779,141315.06735882652
1780,183551.4351404413
1781,120172.54939533141
